DataName,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho
DataValue,1.5,2.82,0.02,0.14,0.30000000000000004,0.54,0.8200000000000001,1.18,1.74,0.02
DataValue,0.86,0.02,0.74,1.58,0.02,3.06,0.26,1.74,1.46,2.18
DataValue,1.98,2.5,1.74,1.8599999999999999,1.06,2.3,0.94,0.02,0.26,1.9
DataValue,0.30000000000000004,2.22,0.06,1.02,2.42,1.9,0.7,2.14,1.42,2.26
DataValue,2.9,2.26,1.42,1.62,0.98,0.45999999999999996,0.8200000000000001,2.3,0.54,0.54
DataValue,1.02,3.1,1.74,0.74,0.14,0.8200000000000001,1.26,2.42,0.78,0.26
DataValue,2.02,0.74,2.1,1.1400000000000001,0.5800000000000001,2.3,1.1400000000000001,0.66,0.33999999999999997,1.82
DataValue,0.9,0.18,2.66,1.74,2.7,0.02,1.5,0.7,2.02,0.33999999999999997
DataValue,0.78,2.02,0.02,0.86,1.94,1.8599999999999999,2.26,2.3,1.66,2.26
DataValue,1.8599999999999999,1.38,3.02,1.5,2.26,1.1400000000000001,0.33999999999999997,0.78,2.06,1.06
DataValue,2.26,0.45999999999999996,0.9,1.26,0.42000000000000004,1.26,0.45999999999999996,0.7,1.74,2.14
DataValue,2.22,0.98,0.14,1.82,2.3,2.18,1.3,1.82,1.74,0.38
DataValue,2.02,1.1400000000000001,0.74,1.62,0.8200000000000001,0.18,0.18,0.94,0.9,1.02
DataValue,1.54,0.02,0.38,0.66,2.1,1.54,2.14,2.62,0.5,1.7
DataValue,3.14,1.06,1.62,2.46,2.06,0.54,0.74,2.5,2.74,1.5
DataValue,2.78,1.74,0.98,1.46,0.62,2.14,0.62,2.62,0.5800000000000001,1.02
DataValue,1.1,1.06,0.30000000000000004,1.54,1.42,1.98,0.78,0.02,1.1400000000000001,1.22
DataValue,0.98,0.66,2.5,1.22,0.66,0.94,0.9,1.7,1.18,0.5800000000000001
DataValue,2.18,0.02,1.3,0.78,0.5,1.8599999999999999,0.26,1.8599999999999999,2.66,0.7
DataValue,2.38,1.06,0.78,0.86,0.42000000000000004,1.9,3.14,2.14,0.02,0.18
DataValue,2.34,0.74,1.8599999999999999,1.18,1.58,0.1,1.22,0.8200000000000001,1.26,2.1
DataValue,1.18,0.26,2.5,1.38,0.33999999999999997,0.9,2.74,2.86,0.22,1.18
DataValue,1.42,0.9,1.62,2.38,1.78,1.18,0.94,0.62,1.58,2.22
DataValue,1.06,1.1,0.78,0.06,0.30000000000000004,0.98,0.54,0.8200000000000001,2.66,0.06
DataValue,0.74,1.9,1.3,1.98,0.1,1.06,1.82,0.78,1.74,1.3
DataValue,0.62,1.98,1.1,1.1,0.22,1.62,1.18,1.1,1.3,1.82
DataValue,1.02,2.82,1.9,2.06,1.02,1.3,2.74,1.1400000000000001,0.14,2.9
DataValue,1.42,0.98,1.7,0.74,0.02,1.46,0.86,1.66,0.30000000000000004,2.38
DataValue,0.5,1.5,1.78,0.42000000000000004,1.78,0.30000000000000004,1.58,0.94,0.30000000000000004,2.58
DataValue,1.5,0.62,0.26,1.46,0.78,0.5800000000000001,2.18,1.66,0.26,1.54
DataValue,0.42000000000000004,0.02,1.78,0.98,0.30000000000000004,2.54,2.78,0.74,0.45999999999999996,0.98
DataValue,0.5800000000000001,1.1400000000000001,2.22,1.74,2.22,1.46,1.46,1.7,1.1,0.7
DataValue,1.58,1.26,1.66,2.94,0.5800000000000001,2.5,1.3,1.78,1.7,2.14
DataValue,0.62,1.54,1.46,3.14,1.58,1.1400000000000001,2.34,1.74,0.42000000000000004,0.86
DataValue,0.38,0.98,1.3,0.5800000000000001,2.14,2.94,0.06,0.5,0.30000000000000004,0.42000000000000004
DataValue,1.3,0.30000000000000004,0.42000000000000004,1.06,1.46,0.98,0.45999999999999996,1.94,0.54,1.94
DataValue,1.42,0.02,1.66,1.62,0.86,0.86,1.26,1.46,0.9,2.34
DataValue,0.1,2.26,2.3,2.26,1.74,2.94,0.30000000000000004,1.94,0.33999999999999997,2.62
DataValue,1.74,0.26,1.26,0.74,0.5,1.02,0.30000000000000004,0.5800000000000001,0.7,0.66
DataValue,0.9,3.06,2.1,2.74,0.30000000000000004,0.74,0.26,1.22,2.1,0.74
DataValue,0.38,1.26,0.18,1.38,1.5,0.5800000000000001,2.7,0.62,1.5,1.1400000000000001
DataValue,1.42,1.34,1.26,1.1400000000000001,0.06,1.02,1.26,1.22,0.06,2.38
DataValue,1.22,0.06,1.1,2.86,2.1,0.30000000000000004,1.58,1.94,1.26,0.5800000000000001
DataValue,0.54,2.38,1.66,2.42,2.46,1.26,2.46,2.06,2.26,1.58
DataValue,0.78,1.42,0.78,2.18,0.30000000000000004,0.1,2.18,0.86,0.06,0.86
DataValue,1.66,0.38,2.86,2.54,1.78,0.02,1.22,2.06,1.22,1.3
DataValue,1.02,0.38,1.3,2.5,3.22,0.86,0.42000000000000004,0.74,2.34,0.30000000000000004
DataValue,1.78,0.33999999999999997,0.94,1.42,1.46,0.1,3.02,0.14,0.86,0.7
DataValue,2.5,0.74,0.1,1.34,1.74,1.42,1.7,0.45999999999999996,0.54,2.14
DataValue,2.18,0.06,1.18,1.58,0.33999999999999997,2.14,0.54,2.18,2.34,2.06
DataValue,2.22,0.7,2.38,0.45999999999999996,2.5,0.74,0.26,0.62,0.38,2.1
DataValue,0.66,0.7,1.54,1.7,2.14,1.5,2.1,1.94,1.7,1.46
DataValue,0.18,0.5800000000000001,1.66,1.58,0.5,2.26,1.58,1.18,1.22,0.38
