DataName,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho
DataValue,1.38,0.06,0.30000000000000004,1.54,0.06,0.06,2.02,0.33999999999999997,1.42,3.34
DataValue,1.46,0.14,0.14,0.02,3.02,1.22,0.62,0.14,0.26,0.06
DataValue,0.14,1.78,1.5,2.26,0.06,0.45999999999999996,0.38,0.02,0.62,0.18
DataValue,0.38,2.7,2.94,2.58,0.18,0.22,0.18,0.5,0.26,2.78
DataValue,0.5800000000000001,0.33999999999999997,0.06,0.7,0.06,0.26,0.02,3.02,0.22,0.06
DataValue,2.18,2.5,0.06,0.5800000000000001,0.14,0.30000000000000004,0.14,0.14,1.38,0.98
DataValue,0.86,0.06,0.06,1.38,0.18,0.33999999999999997,1.1,0.74,1.54,0.78
DataValue,0.8200000000000001,0.02,0.5,0.45999999999999996,0.06,0.1,0.14,1.66,0.5800000000000001,1.66
DataValue,1.02,0.14,0.06,1.38,2.98,0.02,0.1,0.33999999999999997,0.30000000000000004,1.18
DataValue,0.54,0.06,0.18,3.14,0.22,3.22,0.9,0.66,0.1,0.14
DataValue,0.78,0.22,1.26,2.46,0.06,0.74,1.26,1.66,1.38,0.06
DataValue,0.5800000000000001,2.58,0.86,2.34,0.02,2.74,0.06,0.06,1.02,0.02
DataValue,3.02,0.22,2.3,2.18,0.1,0.02,1.18,0.45999999999999996,1.74,2.66
DataValue,0.86,0.78,0.06,0.45999999999999996,0.02,0.14,2.54,1.78,1.3,0.22
DataValue,1.94,0.1,3.02,0.26,1.1,0.02,0.33999999999999997,2.02,0.22,0.18
DataValue,0.33999999999999997,0.33999999999999997,0.22,0.42000000000000004,2.54,0.18,1.3,0.14,0.5800000000000001,3.3
DataValue,0.7,2.5,1.1400000000000001,0.1,0.14,0.18,0.02,1.5,0.06,0.14
DataValue,0.54,0.1,1.1400000000000001,0.8200000000000001,0.26,0.14,1.78,0.02,1.22,0.1
DataValue,0.66,0.7,0.06,0.42000000000000004,0.02,0.30000000000000004,0.1,1.42,2.5,0.9
DataValue,0.1,0.1,1.42,0.26,0.1,0.22,0.42000000000000004,0.02,0.26,0.30000000000000004
DataValue,0.54,1.82,0.18,0.5,0.14,1.5,0.26,0.22,0.33999999999999997,2.22
DataValue,0.94,2.06,0.1,1.02,0.14,0.14,0.30000000000000004,2.26,0.02,1.7
DataValue,0.45999999999999996,0.06,0.26,0.8200000000000001,2.7,0.1,0.54,0.33999999999999997,0.1,1.38
DataValue,0.06,1.62,0.06,0.33999999999999997,0.02,0.1,0.14,0.42000000000000004,0.06,0.5
DataValue,2.66,0.45999999999999996,0.18,0.5800000000000001,3.26,0.02,0.1,3.26,2.5,2.66
DataValue,2.34,0.86,0.1,0.42000000000000004,0.30000000000000004,0.7,1.22,3.3,0.1,0.18
DataValue,2.9,0.18,0.22,0.1,0.18,0.06,2.3,1.54,0.94,0.02
DataValue,0.54,0.06,0.06,0.66,0.02,0.26,0.02,0.06,0.62,3.3
DataValue,1.58,0.06,0.5800000000000001,2.86,0.30000000000000004,1.3,0.14,0.06,0.06,0.42000000000000004
DataValue,0.06,0.06,0.22,0.26,1.38,0.42000000000000004,0.38,0.22,0.42000000000000004,1.18
DataValue,0.1,0.14,0.14,2.38,2.3,0.26,0.30000000000000004,0.22,0.22,0.30000000000000004
DataValue,0.02,0.38,0.06,0.02,0.33999999999999997,0.02,2.1,0.5,0.02,0.02
DataValue,0.06,0.26,2.66,1.1400000000000001,0.1,0.06,1.22,1.1400000000000001,0.33999999999999997,1.66
DataValue,0.02,0.02,0.02,1.46,0.02,0.02,0.22,0.86,0.06,0.18
DataValue,1.02,0.98,0.66,0.02,1.62,0.18,0.18,0.26,0.22,0.30000000000000004
DataValue,0.02,0.38,0.02,0.1,1.74,1.98,0.14,0.14,0.26,0.14
DataValue,0.42000000000000004,0.06,2.02,3.1,0.62,1.9,0.1,2.22,0.18,2.9
DataValue,2.74,0.18,0.06,0.66,0.14,2.74,0.02,0.18,0.18,2.14
DataValue,1.82,0.30000000000000004,2.9,1.02,2.14,0.02,0.45999999999999996,0.78,0.26,1.22
DataValue,2.78,0.1,0.06,1.78,2.86,0.14,1.78,0.86,0.06,0.02
DataValue,1.78,0.06,0.1,0.5,0.98,0.7,0.1,2.5,0.06,0.30000000000000004
DataValue,0.5800000000000001,0.62,0.18,1.42,3.06,0.26,2.14,2.02,0.06,0.02
DataValue,1.3,0.06,1.5,0.94,0.98,2.46,0.02,0.86,0.02,0.5
DataValue,0.22,1.74,2.34,0.62,2.74,2.54,0.1,0.02,0.26,0.1
DataValue,0.74,0.06,0.06,0.14,0.33999999999999997,0.1,2.1,0.5,0.45999999999999996,0.22
DataValue,0.1,1.8599999999999999,0.02,0.38,0.5,0.26,0.02,0.14,0.02,2.1
DataValue,0.94,0.14,0.8200000000000001,3.22,0.45999999999999996,0.02,0.1,0.14,0.18,0.33999999999999997
DataValue,0.02,0.02,0.1,1.62,2.62,0.1,1.54,0.54,0.02,1.82
DataValue,2.7,0.1,0.02,0.26,0.18,0.9,0.22,0.38,0.02,2.9
DataValue,0.5,1.38,0.26,1.22,2.06,0.06,0.18,0.9,0.06,0.02
DataValue,0.06,1.54,1.58,2.98,1.5,0.38,2.18,2.3,0.06,0.18
DataValue,0.30000000000000004,0.02,0.33999999999999997,0.78,0.42000000000000004,0.54,0.06,2.94,0.45999999999999996,0.06
DataValue,2.1,0.06,0.30000000000000004,1.62,0.02,0.5,2.46,0.5800000000000001,0.1,0.66
DataValue,1.26,0.14,0.02,1.5,0.26,0.18,0.5800000000000001,1.82,0.33999999999999997,1.98
DataValue,1.3,0.18,2.18,1.66,0.5,2.86,0.02,2.1,1.38,2.78
DataValue,1.8599999999999999,0.02,0.38,2.1,1.1,2.1,0.5,0.18,2.5,2.5
DataValue,1.06,0.02,0.02,2.62,0.74,0.14,0.1,0.02,0.86,0.02
DataValue,2.98,0.1,0.18,0.78,0.06,0.45999999999999996,0.30000000000000004,0.62,0.06,0.30000000000000004
DataValue,0.9,0.22,0.14,2.3,1.58,0.1,0.1,1.3,0.02,0.30000000000000004
DataValue,0.94,2.3,0.06,2.02,0.5,0.62,0.26,0.5,1.62,0.06
DataValue,0.66,0.02,0.1,1.38,3.06,0.02,0.02,1.22,0.33999999999999997,0.62
DataValue,0.33999999999999997,0.1,0.14,2.78,1.06,0.18,3.02,0.1,0.26,0.14
DataValue,1.74,2.22,0.1,3.14,0.06,0.18,0.9,0.30000000000000004,0.54,1.34
