DataName,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth
DataValue,2.5,1.1400000000000001,2.66,2.5,1.94,1.46,2.54,1.82,2.78,1.98
DataValue,2.66,2.42,2.62,2.42,1.9,1.54,2.5,2.26,2.78,1.82
DataValue,2.54,0.98,2.66,2.3,1.8599999999999999,1.7,2.18,1.26,2.78,1.94
DataValue,2.7,1.02,2.66,2.34,1.94,2.54,2.18,1.1,2.78,1.9
DataValue,1.74,1.06,1.26,2.26,1.94,2.38,2.14,2.26,2.78,2.66
DataValue,1.34,1.1,1.26,2.34,1.94,2.62,2.42,2.22,2.78,2.78
DataValue,1.5,1.26,2.74,2.46,1.8599999999999999,2.18,2.58,1.1400000000000001,2.78,2.86
DataValue,1.74,2.54,2.78,2.38,1.9,1.98,1.06,2.38,2.78,2.9
DataValue,1.54,1.5,2.66,2.18,2.06,2.06,1.18,1.1,2.78,2.9
DataValue,1.54,2.18,2.74,2.34,2.06,2.02,2.14,1.18,2.78,2.9
DataValue,2.5,2.58,2.5,2.1,2.14,1.98,2.18,2.06,2.78,2.78
DataValue,2.78,2.34,1.1400000000000001,2.58,2.14,3.38,1.26,1.02,2.78,2.66
DataValue,1.82,2.38,1.06,2.58,1.1400000000000001,1.5,0.98,2.3,2.78,2.7
DataValue,2.54,2.54,2.58,1.98,2.18,1.1,1.1400000000000001,2.1,2.78,2.86
DataValue,1.94,2.5,2.42,2.22,2.18,1.06,1.02,2.18,2.78,2.9
DataValue,1.5,1.3,1.1,2.3,1.3,1.06,1.1,2.22,2.74,1.98
DataValue,1.46,1.46,2.46,2.3,2.1,1.06,1.1400000000000001,1.06,2.74,2.22
DataValue,2.34,2.5,2.34,2.18,2.14,2.42,1.1,1.34,2.66,2.1
DataValue,2.5,1.26,2.18,2.18,2.1,1.18,1.1400000000000001,2.22,2.74,2.14
DataValue,2.7,1.22,2.42,2.22,2.14,2.5,0.98,2.22,2.7,2.18
DataValue,2.18,1.26,2.46,2.22,1.1,2.02,1.1400000000000001,2.14,2.82,2.06
DataValue,2.06,1.34,2.26,2.1,1.1400000000000001,2.26,1.1400000000000001,2.06,2.74,2.3
DataValue,2.22,2.86,2.02,2.22,1.18,1.34,1.22,2.22,2.82,2.26
DataValue,2.58,1.38,1.94,1.98,1.98,1.1400000000000001,2.22,2.14,2.78,2.22
DataValue,2.02,1.1400000000000001,2.34,2.54,1.18,1.06,2.46,2.22,2.74,2.62
DataValue,2.38,1.22,1.26,1.38,1.26,1.1,1.22,2.1,2.74,2.82
DataValue,1.1400000000000001,1.18,0.98,2.14,1.94,1.06,1.22,1.06,2.7,2.82
DataValue,2.34,2.46,0.98,1.06,2.22,1.1,1.3,2.22,2.74,1.38
DataValue,1.3,1.34,0.98,1.1,2.22,1.06,2.14,2.18,2.82,2.38
DataValue,1.3,1.42,1.06,1.06,2.18,1.1400000000000001,2.02,2.26,2.82,1.42
DataValue,1.02,1.1400000000000001,1.1400000000000001,2.22,2.1,1.06,2.14,2.1,2.46,2.46
DataValue,1.98,1.26,1.22,2.5,2.1,1.22,2.06,2.22,2.74,1.38
DataValue,2.54,1.34,1.38,2.34,2.1,1.22,2.14,2.18,2.78,1.42
DataValue,2.38,1.38,1.9,1.18,2.06,2.14,1.42,2.14,2.26,1.42
DataValue,2.66,1.34,2.54,1.18,1.06,2.22,2.46,2.1,2.14,1.38
DataValue,2.66,1.34,1.18,2.02,1.1,2.18,1.1400000000000001,2.1,2.3,1.34
DataValue,2.5,1.34,1.18,0.98,1.26,2.26,1.1400000000000001,2.1,2.18,1.5
DataValue,1.34,1.34,1.22,1.1400000000000001,1.06,1.26,1.1400000000000001,2.18,2.22,1.42
DataValue,2.74,1.3,2.58,0.98,2.18,2.02,1.1,2.1,2.3,2.46
DataValue,2.5,1.34,1.18,1.1400000000000001,2.3,1.5,1.1,0.98,2.58,1.46
DataValue,3.06,1.38,1.34,1.22,2.3,1.18,1.1400000000000001,2.18,2.74,2.54
DataValue,1.02,1.46,1.1400000000000001,1.42,2.18,1.18,1.18,2.1,2.74,2.1
DataValue,1.02,1.38,1.82,1.9,1.5,1.18,1.38,2.3,2.74,2.42
DataValue,1.02,1.46,1.22,2.06,2.22,1.1400000000000001,2.26,2.14,2.7,2.46
DataValue,1.02,2.46,2.78,1.1,2.22,1.1400000000000001,2.26,2.3,2.7,2.46
DataValue,1.1,2.5,2.74,1.1400000000000001,1.02,1.22,2.18,2.26,2.82,2.5
DataValue,1.1,1.66,2.62,1.1400000000000001,1.98,2.3,2.1,2.42,2.82,2.34
