DataName,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth,Vth
DataValue,3.1,1.62,2.5,2.82,1.7,2.38,2.38,1.38,2.74,1.46
DataValue,3.1,1.58,2.54,2.66,1.58,1.18,2.38,1.42,2.74,1.42
DataValue,3.1,2.94,2.5,2.7,2.1,1.1,2.42,1.46,2.86,1.38
DataValue,3.06,1.62,2.46,2.82,1.7,1.78,2.42,1.46,2.74,1.46
DataValue,3.06,1.42,2.5,3.26,1.9,1.62,2.42,1.54,2.82,1.42
DataValue,3.1,1.34,2.54,3.26,1.82,2.58,2.42,1.42,2.78,1.42
DataValue,3.1,1.42,2.54,2.66,1.82,2.3,2.42,2.42,2.74,1.58
DataValue,3.1,1.54,2.5,2.74,1.58,2.38,2.42,2.42,2.74,1.46
DataValue,3.1,1.42,2.46,3.1,1.54,1.1400000000000001,2.46,2.5,2.66,1.46
DataValue,3.1,1.46,2.5,3.06,1.66,1.02,2.46,2.34,2.62,1.58
DataValue,3.02,1.46,2.46,2.74,1.58,1.1,2.46,2.38,3.82,1.46
DataValue,3.02,1.62,2.46,2.62,1.7,1.1400000000000001,2.46,2.54,2.54,1.5
DataValue,3.06,1.46,2.5,2.98,1.54,2.78,2.46,2.78,2.58,1.54
DataValue,3.1,1.58,2.5,2.98,1.62,2.7,2.46,1.54,2.58,1.46
DataValue,3.1,1.54,2.5,2.74,1.58,2.34,2.46,1.62,3.74,1.62
DataValue,3.14,1.54,2.46,2.66,1.66,2.54,2.46,1.42,2.58,1.42
DataValue,3.06,1.78,2.46,2.98,1.62,2.18,2.42,1.62,2.62,1.38
DataValue,2.98,1.94,2.46,2.82,1.58,2.46,2.46,1.5,2.42,1.38
DataValue,3.06,1.54,2.5,2.86,1.5,1.22,2.5,2.38,3.74,2.3
DataValue,3.1,1.58,2.5,2.54,1.7,1.26,2.5,1.78,2.66,2.34
DataValue,3.02,1.8599999999999999,2.5,2.62,1.3,1.42,2.46,2.38,2.7,2.3
DataValue,3.06,1.7,2.54,2.54,1.42,1.42,2.5,1.74,2.66,2.3
DataValue,3.14,1.58,2.5,2.54,1.5,1.38,2.5,1.42,2.78,2.5
DataValue,3.06,1.62,2.5,2.5,1.42,1.38,2.5,2.02,2.26,2.3
DataValue,3.18,1.66,2.46,2.94,1.54,1.46,2.5,1.42,2.94,1.78
DataValue,3.06,1.62,2.46,2.62,1.62,1.46,2.5,1.38,2.86,1.7
DataValue,3.06,1.62,2.5,2.46,1.54,1.46,2.54,1.46,2.78,1.78
DataValue,3.06,1.82,2.46,2.46,1.66,1.42,2.5,2.62,2.38,1.62
DataValue,3.02,1.7,2.5,2.5,1.58,1.54,2.5,2.58,2.7,1.62
DataValue,3.22,1.98,2.46,3.02,1.62,1.5,2.5,1.58,2.58,1.82
DataValue,3.06,1.94,2.54,2.82,1.66,1.62,2.5,1.62,2.58,1.74
DataValue,3.02,1.46,2.42,2.86,1.74,1.58,2.5,1.58,2.3,1.98
