DataName,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho,Vho
DataValue,0.30000000000000004,2.5,2.9,0.54,1.74,0.62,2.86,0.18,0.42000000000000004,1.74
DataValue,2.9,0.5,0.98,1.54,1.82,0.42000000000000004,1.66,1.18,1.1400000000000001,0.8200000000000001
DataValue,1.5,0.94,0.38,1.06,0.22,1.78,0.5800000000000001,0.14,0.33999999999999997,1.58
DataValue,0.54,1.1,1.74,1.5,0.42000000000000004,1.3,0.30000000000000004,0.78,1.1,0.7
DataValue,0.38,1.78,2.06,1.5,1.1400000000000001,0.54,0.30000000000000004,0.54,0.1,0.14
DataValue,2.14,2.34,1.18,0.30000000000000004,1.5,1.82,0.74,1.78,0.78,1.1
DataValue,0.8200000000000001,0.02,1.5,2.86,0.98,1.22,0.02,1.58,0.1,1.42
DataValue,1.8599999999999999,2.54,0.06,0.7,1.98,1.22,1.46,0.62,0.1,1.46
DataValue,0.66,2.86,0.9,0.94,0.22,0.18,1.5,0.06,0.26,0.22
DataValue,1.66,0.54,0.1,2.5,0.54,0.33999999999999997,0.30000000000000004,2.22,0.18,2.02
DataValue,0.1,0.7,0.98,0.86,0.94,0.78,0.26,0.02,0.98,1.7
DataValue,1.78,0.06,1.34,0.1,0.8200000000000001,1.1400000000000001,1.02,0.1,0.86,1.38
DataValue,0.22,1.1400000000000001,1.1400000000000001,2.38,0.8200000000000001,2.9,0.1,2.26,0.02,0.74
DataValue,0.38,0.18,0.26,0.78,2.42,1.5,0.74,0.9,0.98,0.74
DataValue,1.58,3.06,2.62,0.18,0.30000000000000004,1.1,0.7,1.74,0.42000000000000004,0.18
DataValue,2.38,1.42,0.18,0.02,1.62,2.46,0.1,0.62,0.06,0.42000000000000004
DataValue,2.26,2.7,2.82,1.58,1.82,2.06,0.22,1.58,0.02,0.9
DataValue,1.02,2.42,0.18,1.54,2.78,3.14,2.38,0.9,0.42000000000000004,2.34
DataValue,0.5800000000000001,1.66,1.3,1.3,0.78,0.18,2.14,0.7,0.38,1.26
DataValue,2.18,1.74,2.7,2.18,2.62,0.54,0.1,1.1400000000000001,1.02,2.38
DataValue,0.14,0.26,0.62,1.34,2.62,0.30000000000000004,0.94,1.1,2.78,0.22
DataValue,0.8200000000000001,2.42,2.42,1.94,2.18,1.58,0.74,0.02,0.8200000000000001,1.46
DataValue,0.14,0.26,2.34,1.58,1.46,0.1,2.06,0.5,0.54,0.62
DataValue,0.38,1.06,1.82,0.62,1.94,0.5800000000000001,1.54,0.78,1.1400000000000001,0.33999999999999997
DataValue,0.33999999999999997,2.26,2.9,1.94,2.34,1.22,0.38,2.1,0.26,1.46
DataValue,2.14,2.38,0.5,0.5,1.22,1.82,0.18,2.02,1.1400000000000001,0.9
DataValue,2.06,2.82,2.22,0.14,0.38,1.5,0.54,1.54,1.26,1.98
DataValue,2.86,2.42,1.46,0.06,1.1,0.86,1.7,1.06,0.7,0.9
DataValue,0.5800000000000001,2.34,2.7,1.62,0.30000000000000004,1.1,1.18,1.7,0.54,0.94
DataValue,0.18,0.26,2.86,0.33999999999999997,1.3,0.98,0.06,2.14,0.66,1.22
DataValue,0.54,1.34,1.74,1.1400000000000001,2.9,2.02,0.7,0.9,0.42000000000000004,1.8599999999999999
DataValue,1.8599999999999999,1.02,2.94,1.02,2.54,0.22,1.1,1.38,0.18,0.06
DataValue,1.1,0.06,1.46,0.45999999999999996,1.7,0.33999999999999997,1.18,1.1400000000000001,1.18,2.46
DataValue,0.33999999999999997,1.78,1.22,0.66,1.98,0.45999999999999996,0.02,1.3,0.22,0.78
DataValue,0.7,1.46,0.74,0.02,2.62,1.1,2.62,0.9,0.78,1.62
DataValue,0.38,0.30000000000000004,1.22,1.22,0.22,1.1400000000000001,0.98,1.5,0.22,2.94
DataValue,2.02,1.46,0.86,0.18,2.46,1.38,0.54,0.06,0.33999999999999997,2.46
DataValue,0.42000000000000004,2.26,1.3,1.06,0.94,2.62,1.62,0.1,0.33999999999999997,1.26
DataValue,0.45999999999999996,2.02,2.26,0.14,1.94,0.98,1.58,1.9,1.5,1.8599999999999999
DataValue,0.14,1.22,2.78,1.7,2.62,2.18,0.9,0.02,1.02,2.82
DataValue,0.74,0.18,0.42000000000000004,2.22,2.34,0.33999999999999997,2.02,0.45999999999999996,0.45999999999999996,1.74
